TV Title,totaln,males_n,females_n,under_18_n,males_under_18_n,females_under_18_n,aged_18_to_29_n,males_aged_18_to_29_n,females_aged_18_to_29_n,aged_30_to_44_n,males_aged_30_to_44_n,females_aged_30_to_44_n,aged_45_n,males_aged_45_n,females_aged_45_n,imdb_staff_n,top_1000_voters_n,US_users_n,mean,males,females,under_18,males_under_18,females_under_18,aged_18_to_29,males_aged_18_to_29,females_aged_18_to_29,aged_30_to_44,males_aged_30_to_44,females_aged_30_to_44,aged_45,males_aged_45,females_aged_45,imdb_staff,top_1000_voters,US_users
Dirty Dancing,55,20,24,NA,NA,NA,18,8,10,17,6,11,8,6,2,NA,7,14,7,4.9,6.2,NA,NA,NA,6.4,4.8,9.3,5.8,6.3,5.3,4.3,4.3,7.5,NA,4.9,6.4
Dolphin Cove,25,13,9,NA,NA,NA,4,3,1,14,7,7,3,3,NA,NA,5,13,7.6,6.1,8.3,NA,NA,NA,4.5,4,6,9.1,9.7,8.5,8.3,8.3,NA,NA,5.4,6.7
Due South,3557,2174,1015,6,3,3,1186,819,367,1449,1014,435,471,296,175,1,114,703,7.8,7.8,8,4.3,10,3.3,8,8,8.1,7.7,7.6,8,8.1,8.1,8.1,7,6.4,7.6
Dr. Vegas,135,81,31,1,1,NA,44,33,11,36,26,10,29,20,9,NA,17,44,4.4,4.6,4.2,10,10,NA,5.1,5.1,5.8,4.8,4.8,5.2,3.9,4.2,3.3,NA,3.5,3.6
Early Edition,7247,4267,2253,41,27,14,3333,2105,1228,2354,1647,707,635,413,222,2,171,1900,7.2,7.2,7.3,7.2,6.5,7.8,7.4,7.4,7.4,7.1,7,7.3,7.2,7.2,7.3,8,5.3,6.9
The Education of Max Bickford,179,104,45,NA,NA,NA,36,27,9,62,40,22,49,37,12,NA,16,71,6.4,6.9,4.9,NA,NA,NA,6.3,7.1,4.3,6.7,7,5.2,6.4,6.7,5,NA,5.9,5.6
Enos,63,47,6,1,1,NA,5,5,NA,33,29,4,13,12,1,NA,16,28,5.4,3.7,5,10,10,NA,1,1,NA,4.2,4,6.8,4,4,4,NA,3.7,3.6
The Ex List,821,288,488,9,NA,9,406,122,284,269,118,151,80,45,35,NA,20,289,5.9,5.4,6.7,6.7,NA,6.7,6.4,5.5,7.1,5.5,5.2,5.8,6,5.3,7.6,NA,4.8,6.5
Falcon Crest,1481,984,305,2,2,NA,107,90,17,778,615,163,364,259,105,NA,113,373,5.9,5.9,6.2,9.5,9.5,NA,6.6,6.8,5.3,6,5.9,6.6,5.7,5.6,6,NA,5.6,6.1
Family Law,224,106,77,NA,NA,NA,46,25,21,68,43,25,62,34,28,NA,24,93,6.5,6.5,6.4,NA,NA,NA,6.6,6.5,6.8,6.1,6.1,6.1,7,7,7,NA,6.3,6.7
First Monday,93,53,24,NA,NA,NA,17,9,8,23,17,6,37,27,10,NA,9,58,7.3,6.8,8.1,NA,NA,NA,8.8,8.9,8.1,7.1,6.6,9.2,6.5,6.4,7,NA,6.3,7.4
Frank's Place,208,125,60,NA,NA,NA,10,5,5,31,23,8,142,96,46,NA,24,165,6.7,7.5,6.2,NA,NA,NA,1.2,1.2,1.3,7,7,6.6,8.4,8.4,8.5,NA,5.1,7.2
The Guardian,2685,1228,1148,32,10,22,880,461,419,866,460,406,513,257,256,NA,79,707,7,6.7,7.5,7.9,8,7.9,7.1,7,7.4,6.7,6.3,7.6,7.2,7,7.7,NA,5.8,6.9
Hack,549,358,121,2,1,1,132,108,24,190,144,46,148,102,46,NA,43,254,6.8,6.9,6.4,3,3,3,7.4,7.8,5.5,6.8,6.7,7.1,6.5,6.5,6.5,NA,6.3,6.7
Hagen,14,9,2,NA,NA,NA,3,2,1,1,1,NA,7,6,1,NA,8,5,5.6,5.2,6,NA,NA,NA,5.3,5.5,5,8,8,NA,5.5,5.5,7,NA,4.9,5.5
Harper's Island,17129,9983,5985,246,116,130,9163,5565,3598,5225,3513,1712,971,631,340,1,178,4287,7.2,7.1,7.6,8.5,8.3,8.6,7.5,7.3,7.9,7,6.9,7.3,6.8,6.8,6.9,6,5.2,6.9
Jake and the Fatman,889,603,179,NA,NA,NA,142,109,33,412,332,80,207,146,61,NA,69,200,6.3,6.3,6.7,NA,NA,NA,6.8,7,6.1,6.1,6,6.4,6.6,6.4,7.2,NA,6.4,6.4
Jericho,38169,27306,6574,245,191,54,16652,13831,2821,13227,10792,2435,2899,1999,900,2,248,9350,7.9,7.9,7.8,8.4,8.3,8.3,8,8.1,7.7,7.8,7.8,7.8,7.7,7.7,8,7,6.4,7.9
Joan of Arcadia,6795,2772,3289,55,24,31,3439,1259,2180,1777,1012,765,659,434,225,1,145,1976,6.5,6.2,7.2,5.8,3.7,7.9,6.6,6,7.2,6.5,6.2,7,7.1,6.9,7.5,7,4.6,6.5
Judging Amy,3550,1382,1793,8,2,6,1330,529,801,1236,584,652,516,245,271,NA,113,1067,6.7,6.1,7.4,7.9,7.5,8.1,6.6,6.1,7.3,6.4,5.9,7.2,7.2,6.7,7.9,NA,6,6.8
Kay O'Brien,14,6,6,NA,NA,NA,NA,NA,NA,5,2,3,6,4,2,NA,4,10,7.6,6.4,6,NA,NA,NA,NA,NA,NA,6.1,8.5,7,6.3,7,8.5,NA,6.3,6.9
L.A. Doctors,106,57,32,1,1,NA,24,12,12,39,31,8,23,13,10,NA,14,42,5.1,5.3,6.4,1,1,NA,6.2,4.9,8.9,5.1,5.1,4.5,5.7,6.2,5.1,NA,4.4,4.7
The Law and Harry McGraw,38,21,9,NA,NA,NA,1,1,NA,9,6,3,20,14,6,NA,8,18,7.6,7.2,7.8,NA,NA,NA,10,10,NA,6.3,6.4,6.7,7.3,7.1,8.7,NA,6.9,8
Miami Medical,829,377,395,20,5,15,378,171,207,227,119,108,132,76,56,NA,26,246,6.7,6.4,7.7,8.3,9,7.5,6.8,6.2,7.8,6.9,6.6,7.2,6.8,6.1,8.3,NA,4.7,7.2
"Murder, She Wrote",8372,4598,2818,74,50,24,2559,1474,1085,3356,2216,1140,1217,758,459,2,255,2350,6.5,6.3,7,7.9,7.9,7.7,6.4,6.2,6.8,6.4,6.2,7.1,6.8,6.7,7.3,8,5.8,6.5
New York News,20,11,4,NA,NA,NA,5,5,NA,7,3,4,3,3,NA,NA,10,10,5,6.4,3.8,NA,NA,NA,7.8,7.8,NA,6.1,7,3.8,3.7,3.7,NA,NA,5.8,6.4
Northern Exposure,9056,5539,2484,38,25,13,1725,1125,600,4217,3040,1177,1821,1253,568,3,202,3133,7.9,8,8,7.5,7,9.1,7.3,7.3,7.4,8,8,8.1,8.3,8.2,8.5,8.3,6.1,7.7
Numb3rs,25658,14956,8086,343,176,167,11885,7684,4201,7652,5234,2418,2459,1498,961,2,267,6574,6.7,6.6,7.1,7.4,7,7.8,6.8,6.7,7.1,6.6,6.4,7,7.1,6.9,7.5,7.5,5.6,6.9
Nurse Jackie,13302,6628,5369,103,47,56,5087,2645,2442,4698,2744,1954,1674,1021,653,3,169,4187,7.2,7.1,7.7,6.5,6.1,7.1,7,6.7,7.5,7.3,7.1,7.8,7.7,7.6,8.1,8,5.3,7.2
Orleans,25,10,10,NA,NA,NA,1,NA,1,11,6,5,7,4,3,NA,4,14,7.1,6.9,5.9,NA,NA,NA,10,NA,10,5.6,7.4,4.6,6.7,6.8,7.3,NA,4.5,6
Over My Dead Body,20,9,5,NA,NA,NA,1,1,NA,6,3,3,7,5,2,NA,5,9,7.3,6.6,5,NA,NA,NA,4,4,NA,6.3,7,7,7.6,7.5,9,NA,4.9,5.7
Picket Fences,2343,1413,621,2,1,1,315,207,108,1128,821,307,543,372,171,1,113,814,7.7,7.7,7.8,10,10,10,8,8,7.7,7.5,7.5,7.6,8,8,8,7,7.2,7.8
Presidio Med,47,17,21,NA,NA,NA,16,7,9,13,5,8,9,5,4,NA,12,18,6,4.8,5.5,NA,NA,NA,6.3,4.8,9.3,6.4,8,5,2.1,2.4,5,NA,4.6,3.6
Promised Land,296,121,129,1,NA,1,77,35,42,99,51,48,64,31,33,NA,32,149,6.5,6.4,7.1,10,NA,10,6.7,6.3,7,6.7,6.4,7.2,6.6,6.3,6.6,NA,6.3,6.7
Queens Supreme,96,50,28,NA,NA,NA,21,14,7,33,22,11,20,13,7,NA,16,32,7.3,6.9,5,NA,NA,NA,7.5,7.4,7.6,5.8,6.5,3.6,5.6,6.3,2.1,NA,5.7,5.7
Scarecrow and Mrs. King,981,435,430,NA,NA,NA,92,29,63,492,246,246,249,148,101,NA,79,455,6.9,6.7,7.7,NA,NA,NA,7.3,7.2,7.6,6.8,6.5,7.8,7,6.8,7.3,NA,6.1,7.1
Secrets of Midland Heights,16,8,5,NA,NA,NA,2,2,NA,4,2,2,7,4,3,NA,3,10,5.9,4.1,1.2,NA,NA,NA,7,7,NA,2.5,4,1,3.8,7.5,5.3,NA,5,2.4
Shell Game,8,4,1,NA,NA,NA,NA,NA,NA,2,2,NA,3,2,1,NA,3,2,7.8,6.5,10,NA,NA,NA,NA,NA,NA,5,5,NA,8.7,8,10,NA,7.3,7
Smith,1512,1039,305,3,2,1,448,354,94,638,516,122,220,152,68,NA,49,520,7.6,7.6,7.7,7.7,8.5,6,7.8,7.9,7.6,7.6,7.5,8.1,7.6,7.6,7.2,NA,6.4,7.4
Sons and Daughters,113,66,28,NA,NA,NA,13,8,5,49,39,10,26,17,9,NA,10,5,5.3,4.7,6,NA,NA,NA,3.8,3,9.9,5.6,5.2,6.8,4.9,4.5,6,NA,4.9,8.8
Swingtown,2090,1004,961,3,NA,3,514,260,254,979,488,491,414,243,171,1,29,1167,7.2,7.2,7.5,7.7,NA,7.7,7.2,7.1,7.5,7.4,7.2,7.6,7.2,7.1,7.4,7,5.8,7.3
That's Life,288,137,109,NA,NA,NA,78,46,32,95,54,41,67,35,32,NA,24,106,6.8,6.5,7.6,NA,NA,NA,7.3,6.7,8.2,6.5,6.2,7.2,6.8,6.8,6.8,NA,6,7
Three Rivers,906,206,605,16,3,13,320,77,243,276,72,204,179,51,128,NA,29,351,6.4,5.8,7.1,9.3,8,9.8,6.7,5.9,7.1,6,5.3,6.6,7.1,6.2,7.8,NA,4.1,6.9
Touched by an Angel,3453,1555,1469,27,9,18,1304,615,689,1054,594,460,540,307,233,NA,130,1415,5.4,5,6.2,6.5,5.6,7.2,5.6,5.2,6.2,5,4.6,5.9,6,5.7,6.7,NA,5,5.7
Tour of Duty,2159,1653,281,7,5,2,363,316,47,1148,1010,138,347,280,67,NA,65,580,7.9,8,7.7,8.4,9,5.5,6.5,6.8,4.5,8.1,8.1,7.9,8.5,8.4,8.8,NA,5.1,7.3
Tucker's Witch,56,31,13,NA,NA,NA,2,2,NA,17,11,6,24,17,7,NA,10,32,7.8,7.5,8.2,NA,NA,NA,4.5,4.5,NA,7.2,6.7,8.4,8,8,7.9,NA,7,7.6
Viva Laughlin,484,290,140,NA,NA,NA,174,121,53,159,112,47,85,54,31,NA,25,271,3.3,2.8,4.2,NA,NA,NA,2.7,2.3,4.9,3.2,3.1,3.4,3.5,3.3,4.2,NA,3.8,3.3
WIOU,23,13,5,NA,NA,NA,1,1,NA,3,2,1,14,10,4,NA,7,12,6.9,5.2,9,NA,NA,NA,4,4,NA,9.3,9,10,5.6,5.5,8.8,NA,3.7,6.4
The Wizard,160,126,19,NA,NA,NA,24,20,4,98,89,9,18,13,5,NA,18,65,7.1,7.3,8.2,NA,NA,NA,6,5.7,10,7.5,7.5,7.8,6.9,6.7,8.1,NA,5.6,7.2
Airwolf,3792,2981,376,6,5,1,683,631,52,2131,1928,203,442,354,88,NA,117,934,6.6,6.6,6.5,9.8,9.2,10,6.6,6.6,5.6,6.6,6.6,6.7,6.3,6.2,6.8,NA,5.9,6.6
Angel Street,12,5,4,NA,NA,NA,2,2,NA,3,NA,3,3,2,1,NA,3,7,6,6.1,5,NA,NA,NA,3,3,NA,3.3,NA,3.3,8.3,7.5,10,NA,4.7,6.4
Blue Skies,16,9,4,NA,NA,NA,1,1,NA,8,5,3,3,2,1,NA,4,11,6.8,6,8.5,NA,NA,NA,7,7,NA,5.7,4.9,8,8,7,10,NA,5.3,6.2
Bring 'Em Back Alive,184,137,23,NA,NA,NA,14,12,2,94,84,10,47,38,9,NA,18,51,6.9,6.9,6.3,NA,NA,NA,8,7.9,8,7.1,7.1,6.7,6.4,6.4,5.8,NA,6,6.5
Buddy Faro,68,49,12,NA,NA,NA,7,7,NA,33,26,7,20,16,4,NA,10,33,7.5,6.4,2.4,NA,NA,NA,6,6,NA,6.2,6.6,3,5.6,6.3,7.3,NA,5.5,6.7
Cagney & Lacey,1310,729,397,2,1,1,77,46,31,563,385,178,444,282,162,NA,112,467,6.6,6.4,7.2,9.5,9,10,6.8,6.6,7.4,6.4,6.2,7.2,6.7,6.5,7.2,NA,6.4,6.7
Close to Home,916,439,411,3,1,2,384,186,198,317,179,138,134,70,64,NA,37,267,6.5,6.4,7.1,5.7,1,8,6.8,6.6,7.2,6.4,6.1,7.1,6.6,6.4,6.9,NA,5.3,7
Cold Case,14649,6563,6564,243,93,150,6897,3167,3730,4219,2366,1853,1465,835,630,NA,204,3692,7.2,7,7.8,8,7.4,8.5,7.3,6.9,7.8,7.1,6.9,7.6,7.5,7.3,8,NA,5.4,7
Cover Up,227,133,64,1,NA,1,19,14,5,131,89,42,43,29,14,NA,28,74,7.1,7,8.2,10,NA,10,4.4,4,5.8,7.8,7.5,8.4,7.5,7.2,8.4,NA,5.5,6.5
CSI: Miami,32914,18984,10485,783,425,358,15974,10096,5878,9336,6412,2924,2508,1637,871,2,331,6563,6.2,6,6.7,7.7,7.3,8.2,6.3,6.2,6.8,5.9,5.8,6.5,6.2,6,6.6,3.5,5.4,5.7
CSI: NY,26851,14977,9976,648,346,302,13515,7813,5702,7902,5142,2760,2129,1322,807,1,264,5152,6.9,6.6,7.4,7.9,7.6,8.4,7,6.7,7.5,6.7,6.5,7.3,6.9,6.7,7.3,5,6.7,6.9
Dellaventura,38,24,3,NA,NA,NA,7,7,NA,9,8,1,10,9,1,NA,7,9,6.8,6.5,7,NA,NA,NA,5.9,5.9,NA,6.3,7,1,6.8,6.7,10,NA,4.2,6.2
Diagnosis Murder,2931,1634,984,19,9,10,1083,664,419,977,636,341,474,291,183,NA,122,815,6.6,6.3,7.1,7.3,7,7.9,6.9,6.7,7.5,6.1,5.9,6.7,6.7,6.6,7,NA,6.3,6.8
The District,874,546,212,3,3,NA,279,214,65,281,205,76,176,113,63,NA,58,259,6.8,6.7,7.4,8.7,8.7,NA,6.8,6.7,7.3,6.6,6.4,7.4,7.3,7.1,7.6,NA,6.6,6.9
Delusional Downtown Divas,18,9,8,NA,NA,NA,13,6,7,2,2,NA,2,1,1,NA,2,7,6.1,5.7,5.9,NA,NA,NA,6,6.3,5.1,1,1,NA,8.5,10,7,NA,7.5,5.7
Eleventh Hour,3089,1843,1032,20,8,12,1076,674,402,1221,823,398,493,312,181,NA,85,985,7,6.8,7.4,8.9,8.8,8.7,7.1,6.8,7.6,6.9,6.8,7.3,7,6.8,7.4,NA,5.8,6.9
The Equalizer,1918,1353,292,NA,NA,NA,97,74,23,919,789,130,575,456,119,NA,116,725,7.4,7.4,7.4,NA,NA,NA,7.1,7.1,7,7.3,7.3,7.3,7.6,7.7,7.5,NA,7,7.7
Jesse Hawkes,15,7,6,NA,NA,NA,NA,NA,NA,7,2,5,6,5,1,NA,5,11,7.2,5,9,NA,NA,NA,NA,NA,NA,6.6,7,9,4.8,4.7,9,NA,4.7,5.4
"Magnum, P.I.",10133,7170,1858,51,37,14,2316,1883,433,4705,3806,899,1707,1295,412,2,269,2898,7.3,7.3,7.1,8.2,7.9,8.9,7,7.1,6.4,7.3,7.3,7,7.5,7.4,7.5,6,6.1,7.4
Martial Law,1283,963,148,8,6,2,631,552,79,358,321,37,90,73,17,NA,70,217,6.7,6.6,7,8.4,8.8,8,7.1,7.1,7.2,6.2,6.1,6.9,6.3,6.1,6.8,NA,5.9,6.7
Nash Bridges,3536,2540,601,11,8,3,1238,1024,214,1365,1130,235,444,325,119,NA,149,1053,6.6,6.6,6.6,6,5.6,9,7,7,7,6.3,6.2,6.4,6.6,6.6,6.6,NA,6.2,6.7
The Oldest Rookie,10,3,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,5,1,6,7.7,1,NA,NA,NA,NA,NA,NA,6,7.7,1,NA,NA,NA,NA,6.4,1
Partners in Crime,67,35,24,NA,NA,NA,3,2,1,35,20,15,21,13,8,NA,11,40,6.6,5.9,5.1,NA,NA,NA,6,7,4,5.8,6.2,5.1,5.3,5.3,5.3,NA,4.9,6
Riker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbery Homicide Division,264,187,27,NA,NA,NA,52,49,3,113,99,14,41,38,3,NA,39,113,7,7.7,4.9,NA,NA,NA,6.9,7.2,7,7.9,7.9,6.6,7.1,7.2,6,NA,5.1,7.2
Silk Stalkings,1225,694,386,3,3,NA,197,113,84,634,417,217,224,152,72,NA,95,550,6.2,6.1,6.8,4,4,NA,6.4,6.2,7,6.1,5.9,7,6.5,6.5,6.4,NA,5.6,6.6
Simon & Simon,1531,1010,327,4,2,2,70,36,34,788,640,148,421,299,122,NA,104,718,7,6.9,7.4,8.8,8,9.5,7.2,7.2,7.2,6.8,6.8,7.4,7.1,7,7.3,NA,6.7,7.1
Under Suspicion,47,22,15,NA,NA,NA,5,5,NA,9,5,4,21,12,9,NA,14,25,7.9,7.3,8.5,NA,NA,NA,4.1,4.1,NA,8.4,8.2,9.3,8.4,8.3,9.3,NA,6.8,7.2
The Unit,12684,10213,1649,76,59,17,5313,4775,538,4843,4172,671,1325,1008,317,1,150,3597,7.7,7.7,7.4,8.3,8.2,8.4,7.7,7.8,6.9,7.7,7.7,7.6,7.6,7.6,7.8,8,5.4,7.4
"Walker, Texas Ranger",8875,6491,1373,106,90,16,4169,3478,691,2603,2194,409,809,611,198,NA,229,2666,5,5,4.9,6.2,6,7.8,5.4,5.4,5.2,4.4,4.5,4.2,4.9,4.8,5.4,NA,4.4,5.2
Whiz Kids,160,114,25,NA,NA,NA,5,3,2,96,85,11,28,21,7,NA,16,56,6.9,6.8,7.2,NA,NA,NA,7.1,8,10,7.1,6.9,7.8,6.6,6.5,6.8,NA,6.4,6.8
Wiseguy,930,630,189,1,1,NA,65,52,13,393,322,71,332,241,91,NA,76,405,7.5,7.5,7.4,10,10,NA,6.5,7,4,7.3,7.3,7.4,7.8,7.8,7.8,NA,6.9,7.7
Without a Trace,11309,5693,4819,131,64,67,4864,2462,2402,3847,2271,1576,1348,775,573,1,217,3382,6.6,6.5,7,7.2,6.7,7.9,6.6,6.4,6.9,6.6,6.5,7.1,6.9,6.7,7.3,6,5.4,6.5
American Gothic,2518,1420,773,3,1,2,413,260,153,1244,857,387,481,289,192,NA,116,847,7.8,7.7,8.2,9,10,8.5,6.9,6.7,7.4,7.9,7.8,8.4,8.2,8,8.6,NA,6.4,7.6
Century City,131,71,40,NA,NA,NA,26,17,9,53,34,19,30,19,11,NA,19,53,5.6,6,5.9,NA,NA,NA,6.4,6,7.2,5.8,5.6,6.3,6.4,6.5,5.8,NA,4.8,6.3
The Flash,2287,1861,179,15,13,2,662,610,52,1097,1017,80,220,192,28,NA,115,703,7,7,6,7.1,7,10,7,7.2,4.8,6.9,6.9,6.9,7,7.2,5.7,NA,6,7.2
Ghost Whisperer,27199,11531,13554,951,249,702,14840,6279,8561,6812,3708,3104,1809,1044,765,2,224,5287,6,5.5,6.7,7.4,6.8,7.7,6.1,5.6,6.7,5.7,5.3,6.5,6.3,6,7,7,4.8,6
Moonlight,18171,6771,9992,305,80,225,8887,3331,5556,5390,2518,2872,1782,735,1047,NA,169,5421,7.3,6.9,7.9,8,7.3,8.3,7.5,7.1,7.9,7.2,6.8,7.8,7.4,6.9,8.3,NA,5.4,7.2
Mr. Merlin,114,74,22,NA,NA,NA,2,1,1,56,46,10,34,27,7,NA,17,37,6.9,6.9,7.4,NA,NA,NA,9,8,10,7,6.7,8,7,7.1,6.7,NA,6.7,7.2
Now and Again,989,595,268,1,NA,1,313,222,91,344,253,91,182,113,69,1,50,316,7.8,7.9,7.8,10,NA,10,7.6,7.3,8.2,7.7,7.9,6.9,8.4,8.4,8.4,9,6,7.1
Threshold,3689,2533,680,2,NA,2,998,796,202,1538,1243,295,609,468,141,1,105,1014,7.1,7.1,7.3,9,NA,9,6.9,6.8,7.2,7.1,7.1,7.2,7.3,7.3,7.3,6,6.2,7.1
Wolf Lake,779,333,344,8,1,7,230,83,147,282,163,119,137,84,53,NA,46,397,7.5,7.3,8.1,7.6,10,7.2,8.2,8.1,8.3,6.9,6.7,7.6,7.9,7.6,8.9,NA,7,7.5
"Dr. Quinn, Medicine Woman",5035,2232,2292,37,17,20,2313,1101,1212,1595,831,764,478,259,219,1,145,1204,6.3,5.8,7,8,8,7.8,6.6,6.2,7.2,5.9,5.4,6.8,6.3,6,7,6,5.6,6.3
The Magnificent Seven,831,430,299,1,1,NA,235,122,113,276,176,100,199,126,73,NA,47,345,7.1,6.9,8,8,8,NA,7.3,6.8,8.6,7,6.7,7.8,7.3,7.2,7.9,NA,5.5,7.4
Creature Comforts,808,516,172,12,9,3,301,221,80,266,200,66,98,82,16,NA,64,168,7.8,7.8,7.8,9,9.1,8,7.5,7.6,7.2,7.9,7.8,8.1,8.2,8.2,8.4,NA,6.5,7.2
Family Dog,301,184,62,4,3,1,86,62,24,120,95,25,33,23,10,NA,28,123,6.7,6.7,7.2,8.8,9.3,7,6.5,6.3,7.4,6.8,6.8,6.8,6.8,6.7,7.7,NA,6.1,7.1
Fish Police,189,119,50,NA,NA,NA,115,80,35,41,29,12,11,9,2,NA,28,42,7.1,6.9,7.5,NA,NA,NA,7,6.9,7.9,6.6,6.3,7.5,8.3,8.3,10,NA,5.5,5.3
Fire Me... Please,16,10,5,NA,NA,NA,8,6,2,5,4,1,2,NA,2,NA,4,10,7.3,7,4.6,NA,NA,NA,5.9,5.7,8.5,8.2,9,10,6.5,NA,6.5,NA,4.8,7.9
Greatest American Dog,91,42,45,1,NA,1,28,16,12,33,16,17,20,9,11,NA,6,59,7.2,5,6.6,10,NA,10,7.1,6.8,9.1,5.3,4,8.4,5.5,4.6,6.7,NA,3,6.6
Kid Nation,1416,772,518,11,6,5,770,438,332,388,255,133,93,64,29,NA,20,944,6.8,6.6,7.4,7.1,7.3,6.7,7.4,7.1,8,6.2,5.9,7.5,6.2,6.6,4.8,NA,5.2,7
Pirate Master,344,228,86,2,1,1,154,114,40,113,87,26,41,26,15,NA,17,174,5.2,5.2,5.1,7.5,10,5,5.8,6,5.2,4.8,4.6,6.7,5,4.8,5.4,NA,4.3,5.5
Rescue 911,348,206,91,2,1,1,144,95,49,119,90,29,22,17,5,NA,26,166,7,7,7.4,10,10,10,7.3,7.2,7.6,6.9,6.9,6.9,7,6.8,7.6,NA,5.9,7.2
Tuesday Night Book Club,38,16,19,NA,NA,NA,4,2,2,24,12,12,7,2,5,NA,4,27,3.3,1.7,2.5,NA,NA,NA,1.5,2,1,2,2,4.3,2.3,1,2.5,NA,2.5,2
Wickedly Perfect,9,4,4,NA,NA,NA,2,1,1,4,2,2,2,1,1,NA,NA,7,7.7,6.8,8.5,NA,NA,NA,8.5,8,9,6.8,5.5,8,8.5,8,9,NA,NA,7.6
Body Language,54,37,10,2,1,1,21,17,4,16,13,3,6,5,1,NA,4,18,5.8,4.5,2.1,10,10,10,3.6,4,6,5.1,5.3,4.7,5.1,5,10,NA,3.5,5.3
Child's Play,25,14,6,NA,NA,NA,6,3,3,10,9,1,3,2,1,NA,3,13,5.7,6.1,2.8,NA,NA,NA,3.6,6.3,5.7,5.9,5.9,7,8.7,8,10,NA,2.3,5.7
Family Feud,431,290,106,14,8,6,197,148,49,114,93,21,47,33,14,NA,33,269,6.9,7,6.7,8,8.1,7.9,7,7.2,6.5,7,6.9,7.2,5.9,6.2,4.3,NA,6.1,6.8
Million Dollar Password,118,70,26,2,2,NA,42,30,12,28,19,9,21,19,2,NA,17,74,6.4,6.2,7.2,9,9,NA,6.8,7.4,5.5,5.2,4.6,8.3,6.7,6.6,8,NA,6.7,6.6
Power of 10,138,105,24,1,1,NA,57,47,10,48,39,9,22,18,4,NA,16,92,5.7,5.7,4.9,7,7,NA,6.2,6.7,3.3,4.9,4.8,7,5.4,6.1,4.3,NA,5.4,5.9
Press Your Luck,223,147,47,NA,NA,NA,63,48,15,96,73,23,28,24,4,NA,32,161,7,7.4,6.4,NA,NA,NA,6.3,6.7,4.9,7.5,7.7,6.5,7.6,7.5,8.5,NA,5.6,7.2
Wheel of Fortune,945,617,249,21,13,8,421,303,118,265,201,64,106,73,33,NA,53,595,6.8,6.7,6.9,7.7,7.7,7.5,7.1,7.1,7.2,6.4,6.3,6.3,6.7,6.6,6.8,NA,6.7,6.9
100 Questions,696,433,203,2,NA,2,353,223,130,230,175,55,46,33,13,NA,17,241,5.3,5.4,5.3,4,NA,4,5.7,5.5,6.1,5,5.3,4.2,5.2,5.2,5.3,NA,4.1,3.9
227,1015,519,365,4,2,2,148,69,79,545,324,221,159,112,47,NA,71,673,6.3,6.1,7,9.3,10,8.5,7.3,6.9,7.9,6.2,5.9,7,6.2,6,6.6,NA,6.1,6.3
30 Rock,68641,46731,16767,995,664,331,38099,27692,10407,19298,14994,4304,3176,2352,824,14,313,24683,8.2,8.2,8.3,8.4,8.4,8.4,8.3,8.3,8.4,8.1,8.1,8.1,7.6,7.6,7.6,8.9,6.5,8.3
3rd Rock from the Sun,28018,18001,7258,248,134,114,13472,9239,4233,8964,6833,2131,1980,1491,489,9,343,7011,7.6,7.6,7.8,8.4,8.4,8.5,7.8,7.7,8,7.5,7.5,7.6,7.6,7.6,7.6,7.3,6.8,7.5
A.U.S.A.,33,23,4,NA,NA,NA,6,5,1,9,8,1,9,8,1,NA,4,20,6.8,5.2,7.8,NA,NA,NA,4.9,4.8,10,5.4,5.3,10,2.5,9.7,1,NA,3.3,3.7
ALF,17255,12037,3579,189,132,57,6834,5080,1754,7085,5705,1380,1182,926,256,1,303,3372,7.1,7.2,6.9,7.9,8.1,7.2,7.3,7.4,7.1,7,7,6.7,6.7,6.7,6.5,5,5.9,6.5
Amen,561,274,205,2,2,NA,84,39,45,277,157,120,103,66,37,NA,47,369,6.5,6.3,7,8.5,8.5,NA,7.4,6.7,8.2,6.4,6.2,6.9,6.5,6.5,6.4,NA,6.5,6.5
"Andy Barker, P.I.",1078,819,180,1,NA,1,429,374,55,423,347,76,119,90,29,NA,47,740,7.4,7.4,7.6,7,NA,7,7.5,7.5,6.9,7.3,7.2,8.2,7.5,7.8,6.1,NA,6.1,7.5
Blossom,3405,1784,1250,5,1,4,988,475,513,1703,1092,611,256,181,75,NA,124,1170,5.6,5.3,6.3,9.3,10,9.3,6,5.7,6.6,5.5,5.2,6.2,5.5,5.3,6.1,NA,5.7,5.6
Boston Common,414,236,122,NA,NA,NA,65,41,24,203,142,61,82,50,32,NA,28,281,7.1,6.9,8.6,NA,NA,NA,8.1,7.5,9.7,7.1,6.7,8.5,7.2,6.8,8.5,NA,4.9,7.6
Brotherly Love,695,278,341,5,NA,5,439,177,262,124,74,50,31,20,11,NA,26,347,7,6.6,7.5,8.4,NA,8.4,7.5,7.2,7.7,6.3,6.1,7,6,6,5.7,NA,5.3,7
Buffalo Bill,222,145,38,NA,NA,NA,23,15,8,53,39,14,102,88,14,NA,37,128,6.5,6.7,6.6,NA,NA,NA,6.2,6.2,6.1,6.1,5.8,6.7,7.1,7.2,6,NA,5.7,6.8
